950106013-044	19	23	しかし、並立制が連立政権を求めている	かというと	、そうではない。	1=>W:話題,0=>その他
950106099-016	15	16	礼儀正しい好青年だが、精神面	での	甘さも大味な相撲につながっている。	1=>D:基準,2=>D:主体,3=>D:状況,4=>D:仲介,0=>その他
950106024-003	3	4	合意	での	提供期限にあたる二十二十一日までには、北朝鮮の咸鏡北道先鋒港に到着する。	1=>D:基準,2=>D:主体,3=>D:状況,4=>D:仲介,0=>その他
950106085-005	66	67	バレンタインデーには先着２１４組のカップルに特別な恋人宣言証明書、２０組にカップルの写真をつけたテレホンカード、１００組に結婚衣装	での	インスタント写真撮影を無料で提供する。	1=>D:基準,2=>D:主体,3=>D:状況,4=>D:仲介,0=>その他
950106011-007	18	19	山花氏は五日、全電通の旗開き旗開き	での	あいさつで「今日の時点では熟慮断行以外にない。社会党丸ごとでも新民連丸ごとでもなく、新しい党の姿を示さなければならない」と語った。	1=>D:基準,2=>D:主体,3=>D:状況,4=>D:仲介,0=>その他
950106149-004	18	19	フ計画は、大都市圏の自治体が内陸部	での	処分場確保に悩む現状を打開するため、「広域臨海環境整備センター法」に基づき、立案された。	1=>D:基準,2=>D:主体,3=>D:状況,4=>D:仲介,0=>その他
950402033-002	43	44	地方にせっつかれる形で、これまで腰の重かった国も「行政改革委員会」の行政情報公開部会	での	審議を三月中旬にようやくスタートさせた。	1=>D:基準,2=>D:主体,3=>D:状況,4=>D:仲介,0=>その他
950404053-028	41	42	さらに、基軸通貨のドルがたれ流し態勢に入ったことで、通貨市場の投機化が進み、金融	での	混乱が加速している。	1=>D:基準,2=>D:主体,3=>D:状況,4=>D:仲介,0=>その他
950106171-004	127	128	電気通信審議会が九四年の答申で、光ファイバー網の全国整備が終わった二〇一〇年のマルチメディア市場を「市場規模百二十二十三兆円、雇用創出二百二百四十四十万人」と予測したが、それをもとに、光ファイバー網が人口の二〇％をカバーする五年後に迫った二〇〇〇年時点	での	経済効果を新たに試算した。	1=>D:基準,2=>D:主体,3=>D:状況,4=>D:仲介,0=>その他
950106105-014	11	12	「悩んだ末に今の時点	での	ベストメンバーはこれしかないと決断した。選手層は薄くても、チームワークは日本一でしょうでしょう」と浦監督。	1=>D:基準,2=>D:主体,3=>D:状況,4=>D:仲介,0=>その他
950106022-002	36	37	韓国のハンギョレ新聞は、六日付早版で、米国が、核問題に関するジュネーブ	での	米朝米朝包括合意により、今月十六日から朝鮮民主主義人民共和国に対して実施していた制裁措置を解除する方針だ、と報じた。	1=>D:基準,2=>D:主体,3=>D:状況,4=>D:仲介,0=>その他
950106169-003	11	12	亀井運輸相は記者会見	でも	「あの人は自民党を切り売りしようしようとした人だから発言権はないのだけれど……」と、付け加える念の入れようだった。	1=>T:極端例,0=>その他
950401039-010	18	19	私たちは一万件以上ある各種規制の中	でも	特に需給調整のための規制を廃止、緩和するよう求めてきた。	1=>T:極端例,0=>その他
950106158-013	62	63	「取引先の信用を保つために、入院中も仕事をしなければならなかった」と話し、提示された料金を支払ったものの、「入院中の通話料	でも	一万円ぐらいだったのに」と怒りは収まらない。	1=>T:極端例,0=>その他
950106156-005	16	17	同十一時開店のＫｏｕ〓Ｋｏｕ〓	でも	二百二百人の列が出来た。	1=>T:極端例,0=>その他
950106082-002	24	25	山梨県教委社会教育主事だった芦沢虎男さんはいま	でも	ハムレットの心境を思い出す。	1=>T:極端例,0=>その他
950106156-010	6	7	同社同社内	でも	「元日に客が集まるかどうか、開けてみないと分からない」といった懸念はあった。	1=>T:極端例,0=>その他
950106125-003	6	7	もちろん歌	でも	甘くソフトな雰囲気でファンを増やしそう。	1=>T:極端例,0=>その他
950106118-012	17	18	外への展開は阻まれたが、その密集	でも	勝ってＣＴＢ難波のトライを生んだ。	1=>T:極端例,0=>その他
950106005-008	20	21	また都心部の鉄道駅および市の北部、東部	でも	双方が交戦した。	1=>T:極端例,0=>その他
950106180-003	7	8	２３区内だけ	でも	３４カ所あり、アフタ５に「ちょいと一杯」ならぬ「ちょいと一ふろ」を楽しめる。	1=>T:極端例,0=>その他
950401040-012	39	40	また、正常化交渉は「前提条件もないこと……、徹底して関係改善のため」という点	でも	合意した。	1=>T:極端例,0=>その他
950106021-003	31	32	ＣＩＡはこうした政治・安全保障分野だけでなく、経済・技術分野	でも	日本の対米対米貿易の交渉方針、日本企業の高度技術を対象に、情報活動を展開してきた。	1=>T:極端例,0=>その他
950106204-012	6	7	同時に欧州	でも	、プロラグビー人気に押され気味で、ＦＩＲＡにオリンピック復帰の機運が生まれていた。	1=>T:極端例,0=>その他
950106177-006	12	13	ブテレジ議長は会うだけ	でも	容易ではない。	1=>T:極端例,0=>その他
950106187-012	98	99	エリツィン大統領は年末のテレビ演説で「イスラムを敵視しているのではない」と強調したが、五日にはトルコ・イスタンブールのロシア領事館に火炎瓶が投げ込まれたほか、ヨルダンやパキスタン、アフガニスタン	でも	抗議の声が強まっている。	1=>T:極端例,0=>その他
950106214-006	6	7	男の子の間	でも	人気は上々で、まるでアイドルのようだ。	1=>T:極端例,0=>その他
950106221-004	15	16	実際、昨年前半まではメディア	でも	盛んに使われていた。	1=>T:極端例,0=>その他
950106169-002	42	43	渡辺氏が四日の講演で次期参院選について「社会党と連合が独占している二十二十三選挙区	でも	自民党から候補者を出すべきだ」と、選挙協力よりも独自候補擁立を優先する発言をしたことに対するもので、亀井運輸相は閣議後の懇談の席で「三党の協力を壊すような発言は許せない。河野総裁に指導をお願いした。あれは反党反党的言動だ」と厳しい調子で批判した。	1=>T:極端例,0=>その他
950106180-009	15	16	中西忠夫専務によると、「地下	でも	ポケベルは鳴ります」とのこと。	1=>T:極端例,0=>その他
950106118-018	69	70	「ノートライに抑えたのは評価できる」と日原監督が防御を勝因に挙げれば、久我山バックスを一度もラインの裏に出させなかったＣＴＢ高木は「決勝	でも	タックルをビシッと決めたい」。	1=>T:極端例,0=>その他
950106118-004	14	16	しかし、これはキックの精度	といい	、両ＣＴＢの突進力といい、相模台工のお家芸だ。	1=>M:伝聞,2=>D:同格,3=>D:強調,0=>その他
950106118-004	26	28	しかし、これはキックの精度といい、両ＣＴＢの突進力	といい	、相模台工のお家芸だ。	1=>M:伝聞,2=>D:同格,3=>D:強調,0=>その他
950106180-026	75	77	その一つ、ＪＲ蒲田駅から徒歩１５分の「辰巳天然温泉」経営者、竹田五郎さんによると「蒲田周辺に湯脈湯脈があるらしく」、最近も川の改修工事の際に湯が出た	という	。	1=>M:伝聞,2=>D:同格,0=>その他
950106195-003	49	51	首相は大統領に対し、ロシアのチェチェン共和国に対する武力介入の規模が大きすぎることに懸念を伝えた	という	。	1=>D:同格,2=>M:伝聞,0=>その他
950106021-016	42	44	電気通信分野の交渉に関連しても郵政省の内部やＮＴＴ、通産省内部からも情報を得ていた	という	。	1=>M:伝聞,2=>D:同格,0=>その他
950106173-007	108	110	しかし、同共和国に隣接するイングーシ共和国からの報道によると、ロシア軍は同日、大統領官邸やグロズヌイ西部の石油化学工場を空爆し、一時はチェチェン側部隊を撃退したが、同日夜までにチェチェン側が再び首都の大半を奪還した	という	。	1=>D:同格,2=>M:伝聞,0=>その他
950402033-018	19	21	だから、一概にすべてを公開すればいい	という	ものではない。	1=>D:同格,2=>M:伝聞,0=>その他
950106211-022	53	55	だれもが興味を持ち、女性なら一度は体験していることだけに、サンプルが集めやすく、これといった苦労はない、	という	。	1=>D:同格,2=>M:伝聞,0=>その他
950106080-005	56	58	また、本給算定システムの見直しにも踏み込む方針で、ボーナスを合わせた年収は、前年実績を下回るケースも起こり得る	という	。	1=>D:同格,2=>M:伝聞,3=>M:勧め,0=>その他
950106005-007	72	74	さらにインタファクス通信によると、市内の別の地区にも爆弾が落とされたほか、市内北部にあるドゥダエフ大統領の住宅付近で最も激しい戦闘が起きている	という	。	1=>D:同格,2=>M:伝聞,3=>M:勧め,0=>その他
